"x"
"EPSTI1"
"HSPBP1"
"RRAS2"
"SARAF"
"TTC9"
"EIF2S1"
"EMC7"
"GNL2"
"FADS2"
"PSAT1"
"TRAFD1"
"NT5E"
"CAPRIN1"
"FHOD1"
"FLNB"
"CKAP2"
"NUDT15"
"BZW2"
"DNAJC1"
"SMC2"
"STXBP1"
"PSMB7"
"HMGA1"
"SORL1"
"NUSAP1"
"HAUS2"
"SLC5A6"
"KIF20B"
"BARD1"
"OLA1"
"PARP9"
"SCARB2"
"PAPSS1"
"RGS3"
"SLC7A1"
"RB1"
"COMMD4"
"CPNE2"
"IRF8"
"TMC6"
"MYO1F"
"PSMB6"
"NOSIP"
"SYTL1"
"GPA33"
"PFDN2"
"HDGF"
"RAB13"
"SCCPDH"
"EPHX1"
"PDIA6"
"HSPD1"
"FANCD2"
"MANF"
"TNIP1"
"PRIM2"
"MMS22L"
"NSDHL"
"CHMP7"
"PDSS1"
"ATM"
"HYOU1"
"INCENP"
"HIRIP3"
"SEC24D"
"ANK3"
"TEX30"
"CDC123"
"NCAPD3"
"XRCC4"
"PFKM"
"GBP5"
"DBI"
"SLC16A1"
"VBP1"
"CCT8"
"UBE2L6"
"RAB11FIP1"
"LDLRAP1"
"EIF5B"
"MIS18A"
"GART"
"RUNX1"
"HK2"
"C1R"
"THEM4"
"PRMT2"
"FDPS"
"SLC25A44"
"TONSL"
"MRNIP"
"LARP4"
"AK4"
"GBP4"
"FCMR"
"COQ8A"
"PBXIP1"
"KBTBD8"
"TGFBR2"
"SGO2"
"TOPBP1"
"DTX3L"
"POLR2H"
"RFC4"
"TKT"
"SLBP"
"CCDC51"
"SAP30"
"MAD2L1"
"ABCE1"
"SEPTIN8"
"SYTL3"
"FABP5"
"STOML2"
"DDX21"
"NDRG2"
"CASP7"
"PSMC3"
"TCP11L2"
"RAB8B"
"NOLC1"
"APBB1"
"MCM7"
"HSP90B1"
"FN3K"
"MVD"
"SRR"
"TSR1"
"PRDX2"
"FTH1"
"COA6"
"H1-4"
"DTYMK"
"TAP1"
"REEP4"
"STAT3"
"IL7R"
"VAMP5"
"MAT2A"
"CA5B"
"PGM2"
"NANP"
"TCAF2"
"HSPA4"
"MTSS1"
"CTPS1"
"CORO1B"
"LRRC20"
"CFL1"
"DHCR7"
"PARP14"
"SULT1B1"
"ATP2A2"
"ZWILCH"
"CD248"
"GPR171"
"BANF1"
"RMI2"
"POLE"
"FAM210A"
"TALDO1"
"GEN1"
"SUZ12"
"PFAS"
"RMI1"
"SNX18"
"GIMAP7"
"GIPC3"
"PPA1"
"SGSH"
"CEP97"
"SATB1"
"SKA2"
"NAA38"
"SLC25A10"
"PSMG1"
"RFLNB"
"UPP1"
"SMTN"
"CRELD2"
"KNTC1"
"SIGIRR"
"GPRIN3"
"C16ORF54"
"RASA3"
"BCL9L"
"HPDL"
"PRR5"
"ERCC6L"
"HSPA14"
"VMAC"
"H1-2"
"ZC3H6"
"H2AX"
"NDUFA4"
"SPATS2L"
"TMEM63A"
"GIMAP5"
"YRDC"
"LAGE3"
"RAD54B"
"BLM"
"HNRNPAB"
"MCMBP"
"ATAD3A"
"SGTB"
"MAK16"
"PRIM1"
"BAZ1A"
"ZNF652"
"HMGN2"
"PRC1"
"CCDC167"
"IPO7"
"TECPR1"
"JPT2"
"GIMAP1"
"ARHGAP19"
"DDAH2"
"LYRM9"
"TXNDC5"
"APOBEC3G"
"ARPC4"
"PGAM5"
"TXNIP"
"CYFIP1"
"ACACA"
"GCLC"
"SLC25A13"
"CDC27"
"HCCS"
"CREBBP"
"WDR54"
"ELAC2"
"TSR3"
"STARD3NL"
"CD6"
"POLA2"
"ZMYND11"
"BID"
"AGPS"
"SERPINB1"
"PLEKHO1"
"FAS"
"BTN3A1"
"ABCF2"
"TMSB10"
"FAM136A"
"RFC1"
"INPP4A"
"JADE2"
"USP28"
"H6PD"
"AKR7A2"
"SYNE2"
"TRAF1"
"ATP2B4"
"SLC2A3"
"YBX3"
"WDR3"
"DGKA"
"NDUFB4"
"LRRC40"
"IARS2"
"FTSJ1"
"JMJD6"
"ALDH3A2"
"ST6GAL1"
"EED"
"TTC38"
"TIMM21"
"ARHGAP15"
"ARHGEF1"
"TNRC6C"
"FDFT1"
"PUM3"
"TCF7"
"FYB1"
"KAT6A"
"NUFIP1"
"AK6"
"CHMP5"
"IPO11"
"SEPHS1"
"ZW10"
"OGFOD1"
"DOCK9"
"ESF1"
"PXN"
"DNAJB11"
"HAUS4"
"UPRT"
"TRMT2A"
"CYTH4"
"DDX17"
"ARSA"
"SLC25A17"
"RANGAP1"
"DESI1"
"TIMM9"
"RPS6KA5"
"GSS"
"SAMHD1"
"RIOK3"
"TBL1X"
"PGRMC1"
"ARMCX3"
"DNAJC3"
"KPNA3"
"CLN5"
"NFAT5"
"MLYCD"
"USP10"
"GSPT1"
"BCKDK"
"KNOP1"
"AAGAB"
"GABPB1"
"EIF3J"
"BPNT2"
"GDAP1"
"ERI1"
"TRMT1"
"SGTA"
"C19ORF53"
"TGFB1"
"TNPO2"
"CRTC1"
"DDX49"
"HBP1"
"MTPN"
"EIF4H"
"DDX50"
"SFXN3"
"CUEDC2"
"LHPP"
"MTPAP"
"GLRX3"
"TSPAN14"
"SLC25A11"
"CCDC47"
"FTSJ3"
"CYTH1"
"HDAC5"
"DHRS7B"
"TMEM33"
"GRPEL1"
"VWA5A"
"PUS3"
"DCPS"
"FOXRED1"
"EIF4G2"
"CD81"
"NDUFS8"
"MVK"
"CAMKK2"
"BIN2"
"CDKN1B"
"EIF2B1"
"CMAS"
"BTN3A3"
"BAG2"
"ALDH5A1"
"HECA"
"TFEB"
"TARS1"
"RARS1"
"TIMMDC1"
"FOXP1"
"HTRA2"
"HSPE1"
"ABCB6"
"HDLBP"
"CEBPZ"
"SCAMP3"
"UAP1"
"SLC2A1"
"PRDX6"
"RCAN3"
"CTSD"
"VAMP8"
"KLF12"
"CCDC92"
"PTPA"
"SLIRP"
"TMEM214"
"FAM98A"
"IFIT2"
"PCMT1"
"NUDCD1"
"WBP4"
"PLS1"
"ECHDC2"
"PIK3CA"
"UBL3"
"P4HA1"
"SPRYD7"
"RAB9A"
"STAU1"
"VAMP7"
"RIOK1"
"NUP153"
"EEF1E1"
"UPF3B"
"TTF1"
"GTF2F1"
"EIF2S2"
"UBA2"
"FGD3"
"BCL11B"
"IDUA"
"AAMP"
"EMC4"
"CALU"
"FXR2"
"SLC44A2"
"DAD1"
"TTI2"
"SLC27A1"
"CEP85"
"TRIM28"
"SESN2"
"SYNE1"
"HAUS8"
"KIF3A"
"GCH1"
"SCLY"
"GRSF1"
"PCBD2"
"ZNF414"
"CEP20"
"MORC2"
"GIMAP4"
"ATP13A3"
"CD101"
"GGACT"
"WDR36"
"OASL"
"P2RX4"
"LTV1"
"KLHL36"
"COX5B"
"PWP1"
"LMO7"
"TBRG4"
"VEZF1"
"LIMD2"
"YME1L1"
"PDCL"
"PLAA"
"UBAP2"
"DENND4C"
"ARRB1"
"DCUN1D5"
"FDX1"
"PLCB2"
"ZNF280D"
"GCHFR"
"RABGGTB"
"IFI44"
"LRPPRC"
"ASCC1"
"METTL5"
"SPPL2A"
"HERC5"
"NAAA"
"USO1"
"LEF1"
"ZCRB1"
"ZNF740"
"SETD1B"
"SLC12A6"
"TLE3"
"CRTC3"
"NOB1"
"PTRH2"
"SLC16A3"
"CEP131"
"ELAC1"
"SAE1"
"GEMIN7"
"PRKACB"
"TIPRL"
"ABHD10"
"TRMT10A"
"IQGAP2"
"ARHGAP26"
"SCML4"
"ABRACL"
"NDUFB11"
"DOCK11"
"HAUS6"
"IDNK"
"STOM"
"POLE3"
"NRBF2"
"ADD3"
"CAPN5"
"FOXO1"
"GPATCH11"
"NMT2"
"PELO"
"MSI2"
"GRAP"
"PITPNC1"
"XPC"
"ACSS1"
"MOV10"
"LARP1"
"RWDD2B"
"MTERF3"
"SLC35B2"
"AP3S2"
"PANK4"
"F11R"
"ZNF276"
"EPB41"
"CCDC117"
"RRP1"
"SLX9"
"NBEAL2"
"GPATCH4"
"LSM12"
"OMA1"
"USP1"
"ARPC5"
"DENND2D"
"TFB2M"
"CAPN2"
"WDCP"
"ARHGAP25"
"SUCLG1"
"PYHIN1"
"GMPS"
"TTC14"
"SNRK"
"LZTFL1"
"NMNAT3"
"NAA15"
"CASP3"
"CTSB"
"DNAAF5"
"PHAX"
"CRYL1"
"DNAAF2"
"COMTD1"
"PMPCA"
"CEP57"
"TPP1"
"TMED3"
"SLFN5"
"PATL1"
"SMAD3"
"DUS2"
"ENGASE"
"ACAA2"
"IRGQ"
"GPX4"
"HDGFL2"
"ZNF598"
"ECI1"
"KCTD5"
"NLRC3"
"MGAT2"
"ARF4"
"RNF181"
"COMMD8"
"HSPBAP1"
"NMD3"
"MRPL1"
"ARL13B"
"C15ORF40"
"GUSB"
"KIF5B"
"JUNB"
"FAM241B"
"PPID"
"GPHN"
"BSG"
"IL16"
"SLFN11"
"RAB37"
"GLRX"
"EHBP1L1"
"ZNRD2"
"CHD2"
"PHC3"
"TRMT10C"
"CTU2"
"ZBTB4"
"PACS1"
"PCCA"
"PHYKPL"
"TBC1D10C"
"TMEM70"
"A2M"
"SSNA1"
"BNIP3"
"KBTBD11"
"ACSF3"
"FAM91A1"
"THAP4"
"TOP3A"
"IL17RA"
"C2ORF69"
"CD28"
"ZHX2"
"PACS2"
"GEMIN4"
"SEPHS2"
"ARHGAP45"
"ZNF101"
"MOB2"
"SRPRA"
"MX2"
"TBK1"
"TBL3"
"IRAK1"
"TXNRD2"
"PROS1"
"EIF4ENIF1"
"PURA"
"PRMT3"
"BRCC3"
"IFIT1"
"EVI2B"
"C2ORF76"
"NKRF"
"BCR"
"TCEA1"
"SELL"
"SLX4"
"JPT1"
"HMGB1"
"EVL"
"HSH2D"
"ZSCAN26"
"FAR1"
"FCHSD1"
"HSD17B11"
"GFPT1"
"CCDC69"
"RCSD1"
"APRT"
"TMSB4X"
"TSN"
"GSTM2"
"HEXA"
"LBH"
"NCKIPSD"
"GALT"
"VAMP2"
"MTFP1"
"HBB"
"PINX1"
"EPPK1"
"PECAM1"
"MLLT6"
"PRAG1"
"HIVEP2"
"KPNA6"
"FUT8"
"HEBP2"
"STK10"
"TELO2"
"PYCARD"
"CD37"
"TMEM245"
"TFAM"
"MANBA"
"ZPR1"
"ERBIN"
"RASGRF2"
"ITGA4"
"ARHGEF2"
"CRYZ"
"IDE"
"TM9SF2"
"SEPTIN6"
"COLGALT1"
"DDA1"
"SNX9"
"FLOT2"
"THBS1"
"G3BP2"
"G3BP1"
"NTMT1"
"CAMK2G"
"FLI1"
"GEMIN6"
"CETN3"
"APOOL"
"TSC22D3"
"ATAD3B"
"ACP6"
"ATRIP"
"FBP1"
"SEC11C"
"SAAL1"
"GFM1"
"PTEN"
"IMPDH2"
"C8ORF33"
"C1S"
"H1-10"
"ATP6V0A2"
"IARS1"
"SERPINA1"
"MBP"
"LIME1"
"GPSM3"
"ACY1"
"IKBKE"
"CISD3"
